name,season,player_points,player_field_goals_made,player_field_goals_missed,player_field_goals_att,player_free_throws_made,player_free_throws_missed,player_free_throws_att,player_three_points_made,player_three_points_missed,player_three_points_att,player_rebounds,player_assists,player_steals,player_blocks,player_turnovers,player_pls_min,mojo_value
Nicolas Batum,2014,1237,445,513,955,175,43,216,166,294,458,695,473,90,62,236,301,14.580000000000005
Nicolas Batum,2015,735,2,406,7,5,17,6,113,1,2,459,367,79,41,144,196,9.007500000000004
Nicolas Batum,2016,1103,15,529,30,8,32,10,145,7,13,446,413,67,43,213,126,10.660000000000004
Nicolas Batum,2017,1164,6,581,23,10,41,11,135,9,12,481,456,86,29,194,70,11.3125
Nicolas Batum,2018,740,270,380,650,108,22,130,92,182,274,306,349,65,23,131,6,7.575
Nicolas Batum,2019,699,253,309,562,77,12,89,116,182,298,390,247,71,43,117,-21,8.1325
Nicolas Batum,2020,79,28,53,81,9,1,10,14,35,49,100,66,17,8,22,-48,1.2375
Nicolas Batum,2021,693,244,277,521,67,14,81,138,206,344,421,187,93,47,59,473,10.482499999999998
Nicolas Batum,2022,487,177,204,381,25,13,38,108,158,266,250,99,58,42,39,-119,5.762500000000001
Nicolas Batum,2023,500,168,232,400,34,14,48,130,204,334,310,127,56,46,52,137,6.73
Nikola Jokic,2016,796,7,293,15,1,36,1,28,1,2,560,189,79,50,104,91,9.747499999999999
Nikola Jokic,2017,1221,27,360,41,17,40,20,45,4,7,718,359,61,55,171,297,14.972500000000002
Nikola Jokic,2018,1385,504,506,1010,266,47,313,111,169,280,803,458,90,61,210,364,16.7325
Nikola Jokic,2019,1962,751,720,1471,355,75,430,105,221,326,1056,698,124,68,285,395,22.91
Nikola Jokic,2020,1925,745,673,1418,312,68,380,123,233,356,900,622,106,59,288,248,21.042499999999997
Nikola Jokic,2021,2202,851,674,1525,388,61,449,112,178,290,903,654,101,58,248,350,24.7175
Nikola Jokic,2022,2120,811,567,1378,398,92,490,100,196,296,1056,602,116,64,293,399,24.949999999999996
Nikola Jokic,2023,2290,873,563,1436,452,102,554,92,133,225,1086,868,108,66,317,809,35.235
Nikola Jovic,2023,2,1,3,4,0,0,0,0,2,2,5,0,0,0,0,4,0.025
Nikola Vucevic,2012,284,,161,,,17,,3,,,247,31,20,34,33,31,2.9675000000000002
Nikola Vucevic,2013,1008,,428,,,40,,0,,,917,143,61,79,141,-383,10.287500000000001
Nikola Vucevic,2014,811,341,343,675,100,32,131,0,0,0,626,104,60,47,112,-177,7.925000000000001
Nikola Vucevic,2015,1428,13,575,29,4,54,4,2,0,0,810,147,54,54,148,-302,12.1675
Nikola Vucevic,2016,1181,9,513,17,1,37,2,2,0,0,576,179,53,70,123,-42,10.622500000000002
Nikola Vucevic,2017,1096,10,548,27,3,53,6,23,3,3,779,208,76,74,117,-140,10.8475
Nikola Vucevic,2018,939,399,441,840,77,17,94,64,140,204,523,191,56,62,108,-30,9.312500000000002
Nikola Vucevic,2019,1725,724,690,1414,190,51,241,87,157,244,1005,324,84,94,172,149,18.4325
Nikola Vucevic,2020,1355,549,595,1144,141,37,178,116,217,333,728,242,58,50,101,4,13.5475
Nikola Vucevic,2021,1644,668,734,1402,131,25,156,177,268,445,824,270,66,48,126,-360,14.955000000000002
Nikola Vucevic,2022,1385,586,659,1245,96,30,126,117,256,373,866,252,72,77,144,-91,13.750000000000004
Nikola Vucevic,2023,1447,597,551,1148,132,26,158,121,226,347,903,265,60,57,139,-18,15.617500000000001
Norman Powell,2016,341,1,175,3,0,11,0,43,1,1,138,53,42,12,37,47,3.2375
Norman Powell,2017,741,8,326,18,6,37,6,71,3,5,197,96,62,17,85,80,6.15
Norman Powell,2018,397,154,234,388,35,8,43,54,139,193,121,91,37,16,67,-24,2.9125
Norman Powell,2019,666,249,277,526,76,18,94,92,140,232,190,117,48,13,77,83,6.234999999999999
Norman Powell,2020,977,347,355,702,152,30,182,131,194,325,216,102,66,24,88,174,9.030000000000001
Norman Powell,2021,1385,476,518,994,252,37,289,181,261,442,228,141,87,24,126,87,11.6175
Norman Powell,2022,853,279,326,605,189,44,233,106,147,253,145,96,42,21,69,-220,6.400000000000002
Norman Powell,2023,1128,376,410,786,249,59,308,127,192,319,190,120,54,20,109,-137,8.59
Obi Toppin,2021,285,116,116,232,24,8,32,29,65,94,151,31,17,16,26,29,2.9425
Obi Toppin,2022,648,251,222,473,94,30,124,52,117,169,268,77,25,33,56,165,6.725000000000001
Obi Toppin,2023,574,217,272,489,42,10,52,98,192,290,226,73,31,15,46,53,5.2700000000000005
Ochai Agbaji,2023,235,81,116,197,35,5,40,38,71,109,46,38,6,9,23,-15,1.7325000000000002
OG Anunoby,2018,517,192,206,398,47,26,73,86,140,226,205,62,58,18,51,268,5.882499999999999
OG Anunoby,2019,481,189,223,412,36,26,62,67,136,203,199,48,46,22,56,-62,4.135000000000001
OG Anunoby,2020,848,326,328,654,90,40,130,106,163,269,440,121,107,58,95,295,10.25
OG Anunoby,2021,682,249,270,519,80,22,102,104,157,261,237,94,66,32,75,119,7.005000000000001
OG Anunoby,2022,926,348,431,779,101,33,134,129,229,358,288,140,77,26,90,107,8.35
OG Anunoby,2023,1124,421,464,885,140,27,167,142,225,367,332,131,128,50,132,132,10.722500000000002
Omer Yurtseven,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omer Yurtseven,2022,324,142,123,265,39,25,64,1,12,13,301,52,17,21,41,69,3.92
Omer Yurtseven,2023,44,18,16,34,5,1,6,3,6,9,28,3,2,3,5,7,0.47
Onyeka Okongwu,2021,276,113,67,180,50,28,78,0,4,4,211,20,28,46,33,-112,3.3874999999999993
Onyeka Okongwu,2022,418,165,77,242,88,32,120,0,0,0,310,55,35,64,48,110,6.125000000000001
Onyeka Okongwu,2023,827,332,190,522,158,48,206,5,9,14,614,88,58,115,88,49,11.07
Oshae Brissett,2020,37,13,23,36,8,2,10,3,12,15,26,7,4,1,7,34,0.38750000000000007
Oshae Brissett,2021,229,73,78,151,50,15,65,33,45,78,115,18,19,20,10,59,2.8200000000000003
Oshae Brissett,2022,613,208,298,506,114,50,164,83,154,237,358,72,44,29,54,-220,5.3325000000000005
Oshae Brissett,2023,398,123,196,319,104,41,145,48,107,155,218,44,33,13,34,22,3.6799999999999997
Otto Porter Jr.,2014,80,34,60,94,8,4,12,4,18,22,57,10,8,1,14,-13,0.465
Otto Porter Jr.,2015,545,9,264,13,1,32,3,47,0,1,301,83,56,32,58,26,5.4525000000000015
Otto Porter Jr.,2016,871,10,378,19,2,31,4,98,4,8,391,120,105,32,70,42,9.0625
Otto Porter Jr.,2017,1233,5,440,7,0,24,1,159,0,0,603,144,138,49,54,275,15.049999999999997
Otto Porter Jr.,2018,1184,465,461,926,111,25,136,143,182,325,517,165,122,46,78,278,13.4625
Otto Porter Jr.,2019,780,299,344,643,78,18,96,104,152,256,314,120,82,31,65,-22,7.805
Otto Porter Jr.,2020,167,62,78,140,19,8,27,24,38,62,48,25,15,6,11,26,1.5875
Otto Porter Jr.,2021,271,98,129,227,36,6,42,39,65,104,152,55,16,4,25,-42,2.5900000000000003
Otto Porter Jr.,2022,617,231,262,493,56,14,70,99,164,263,427,128,85,35,49,341,9.910000000000004
Otto Porter Jr.,2023,44,15,15,30,8,0,8,6,11,17,19,8,11,0,4,-21,0.51
Ousmane Dieng,2023,70,27,43,70,9,3,12,7,30,37,36,16,4,1,11,16,0.5549999999999999
Paolo Banchero,2023,1406,470,631,1101,387,138,525,79,199,278,491,266,58,39,196,-219,10.120000000000001
Pascal Siakam,2017,229,2,104,3,0,10,0,1,0,0,188,18,27,45,33,-37,2.675
Pascal Siakam,2018,655,278,261,539,67,40,107,32,104,136,400,167,63,48,74,281,8.317499999999999
Pascal Siakam,2019,1809,699,629,1328,303,86,389,108,210,318,720,314,97,69,187,690,23.537500000000005
Pascal Siakam,2020,1573,579,717,1296,274,77,351,141,279,420,528,249,74,57,171,420,13.937500000000002
Pascal Siakam,2021,1196,437,524,961,249,52,301,73,173,246,405,250,64,37,130,127,10.68
Pascal Siakam,2022,1688,647,667,1314,315,100,415,79,156,235,623,395,92,48,194,213,16.040000000000003
Pascal Siakam,2023,1720,630,683,1313,367,107,474,93,194,287,556,415,65,36,169,125,15.655000000000001
Pat Connaughton,2016,44,0,38,0,0,0,0,7,0,0,33,10,2,0,10,-16,0.195
Pat Connaughton,2017,105,1,42,8,3,2,3,17,4,5,59,32,6,2,17,-11,1.0999999999999999
Pat Connaughton,2018,457,171,234,405,39,7,46,76,144,220,165,97,24,23,44,117,4.4575000000000005
Pat Connaughton,2019,514,200,227,427,33,15,48,81,161,242,351,143,39,38,42,174,6.9
Pat Connaughton,2020,400,152,184,336,33,9,42,63,126,189,323,118,27,33,57,54,5.102499999999999
Pat Connaughton,2021,626,223,283,506,42,11,53,138,229,367,433,101,59,29,45,264,9.804999999999998
Pat Connaughton,2022,759,269,315,584,50,9,59,171,263,434,324,93,64,19,42,-12,8.05
Pat Connaughton,2023,514,182,269,451,30,15,45,120,225,345,303,84,41,12,35,113,5.6274999999999995
Patrick Baldwin Jr.,2023,13,5,16,21,0,0,0,3,14,17,10,6,0,2,2,-2,0.075
Patrick Beverley,2013,299,,147,,,7,,44,,,142,134,44,25,50,127,3.9750000000000005
Patrick Beverley,2014,625,214,313,521,90,22,112,99,175,274,221,162,80,25,70,286,6.977500000000001
Patrick Beverley,2015,568,3,328,6,0,15,0,115,2,3,237,192,59,23,83,71,5.689999999999999
Patrick Beverley,2016,729,23,363,45,6,28,10,127,11,23,272,250,96,28,95,90,7.9775
Patrick Beverley,2017,761,13,379,25,3,25,4,131,4,11,454,314,115,27,118,365,10.187500000000002
Patrick Beverley,2018,134,48,71,119,14,3,17,24,36,60,45,32,19,5,25,28,1.2575
Patrick Beverley,2019,655,214,310,524,102,29,131,125,187,312,436,328,73,49,95,94,9.1425
Patrick Beverley,2020,455,167,213,380,33,18,51,88,140,228,299,202,62,28,73,292,6.7225
Patrick Beverley,2021,361,122,166,288,48,11,59,69,109,178,160,100,41,40,38,147,4.695
Patrick Beverley,2022,599,198,287,485,111,44,155,92,176,268,259,297,74,59,85,87,7.700000000000001
Patrick Beverley,2023,415,144,216,360,47,18,65,80,159,239,247,194,63,41,60,-80,5.34
Patrick Williams,2021,655,255,273,528,91,34,125,54,84,138,327,99,64,46,98,-292,5.717500000000001
Patrick Williams,2022,212,76,73,149,38,14,52,22,28,50,96,19,14,12,23,-134,1.7550000000000003
Patrick Williams,2023,833,314,363,677,90,15,105,115,162,277,327,100,72,70,101,-145,7.734999999999999
Patty Mills,2010,32,,16,,,3,,3,,,2,8,0,0,5,-14,0.13249999999999998
Patty Mills,2011,353,,195,,,11,,47,,,52,109,27,1,63,-92,2.17
Patty Mills,2012,180,,72,,,0,,27,,,31,44,11,1,29,35,1.5750000000000002
Patty Mills,2013,306,,133,,,3,,54,,,53,64,26,4,40,55,2.8525000000000005
Patty Mills,2014,994,369,435,800,83,12,95,167,228,394,204,182,85,10,77,439,12.2525
Patty Mills,2015,422,3,229,10,0,7,0,78,4,6,94,95,30,2,40,191,3.8449999999999998
Patty Mills,2016,756,9,382,23,0,15,0,136,11,15,172,246,66,6,84,448,8.02
Patty Mills,2017,924,10,431,24,0,17,0,179,6,14,175,323,78,4,122,380,9.4875
Patty Mills,2018,886,305,434,739,109,14,123,167,282,449,164,242,58,12,115,89,7.58
Patty Mills,2019,848,296,410,706,94,19,113,162,264,426,197,270,56,11,96,190,8.217500000000001
Patty Mills,2020,767,258,340,598,97,15,112,154,249,403,108,118,53,6,54,135,6.79
Patty Mills,2021,736,252,359,611,71,7,78,161,268,429,116,162,42,3,66,27,6.140000000000001
Patty Mills,2022,948,333,477,810,48,11,59,234,347,581,160,183,51,18,74,121,8.2375
Patty Mills,2023,246,86,125,211,25,5,30,49,87,136,44,56,15,3,30,-67,1.7525000000000002
Paul George,2011,506,,239,,,25,,44,,,249,70,69,36,77,-37,4.7925
Paul George,2012,905,,416,,,42,,101,,,443,184,126,42,138,309,9.927499999999998
Paul George,2013,1742,,841,,,88,,204,,,744,423,168,60,308,407,16.5
Paul George,2014,2184,721,969,1690,507,90,597,235,399,634,692,361,194,29,274,407,19.422500000000003
Paul George,2015,53,0,31,0,0,3,0,9,0,0,22,6,5,1,12,15,0.36750000000000005
Paul George,2016,2106,22,921,47,22,77,24,237,13,21,621,360,167,34,291,217,17.872500000000002
Paul George,2017,1899,23,789,64,14,42,15,213,17,22,532,283,126,29,232,143,16.1325
Paul George,2018,1898,631,844,1475,369,78,447,267,404,671,488,283,170,43,236,215,16.2975
Paul George,2019,2322,758,971,1729,493,96,589,313,503,816,673,340,180,35,226,477,21.565
Paul George,2020,1296,431,572,1003,240,32,272,194,298,492,351,234,87,27,165,287,11.640000000000004
Paul George,2021,1787,616,719,1335,328,54,382,227,348,575,544,384,82,34,247,508,16.777500000000003
Paul George,2022,754,268,368,636,127,21,148,91,166,257,213,176,67,13,126,92,6.25
Paul George,2023,1332,459,545,1004,256,38,294,158,268,426,342,288,83,20,176,157,11.82
Paul Reed,2021,92,44,38,82,4,4,8,0,6,6,69,12,10,14,12,36,1.1950000000000003
Paul Reed,2022,160,73,59,132,10,11,21,4,7,11,138,26,42,20,19,-44,2.2875
Paul Reed,2023,338,146,101,247,45,13,58,1,5,6,322,34,52,55,51,-11,4.847499999999999
Payton Pritchard,2021,527,190,245,435,42,5,47,105,153,258,167,132,39,9,56,27,5.112500000000001
Payton Pritchard,2022,553,202,267,469,25,2,27,124,190,314,178,176,30,8,50,117,6.692500000000002
Payton Pritchard,2023,302,113,154,267,16,5,21,60,104,164,94,75,15,1,45,20,2.475
PJ Dozier,2018,2,1,1,2,0,0,0,0,0,0,1,0,0,0,1,-3,-0.004999999999999999
PJ Dozier,2019,19,8,13,21,1,1,2,2,6,8,17,5,2,0,0,25,0.275
PJ Dozier,2020,206,79,111,190,29,14,43,19,38,57,73,75,16,8,35,-62,1.6099999999999999
PJ Dozier,2021,385,148,207,355,42,24,66,47,102,149,182,92,31,22,46,193,4.0649999999999995
PJ Dozier,2022,97,36,63,99,10,3,13,15,33,48,63,29,11,6,13,-91,0.755
PJ Dozier,2023,30,13,26,39,0,0,0,4,16,20,16,10,6,1,5,-15,0.2025
P.J. Tucker,2007,30,,11,,,6,,0,,,23,3,2,0,6,-31,0.16999999999999998
P.J. Tucker,2013,506,,234,,,22,,22,,,350,109,62,19,67,-171,5.035
P.J. Tucker,2014,760,265,350,615,156,45,201,74,117,191,529,141,110,23,102,125,8.6475
P.J. Tucker,2015,713,4,335,10,5,39,5,87,3,3,502,122,107,23,96,-50,7.745000000000002
P.J. Tucker,2016,652,18,343,45,9,36,11,68,11,16,512,177,106,20,111,-342,6.469999999999999
P.J. Tucker,2017,590,8,314,28,9,24,10,79,4,6,528,109,122,22,74,-102,7.1125
P.J. Tucker,2018,653,224,325,549,55,23,78,150,235,385,568,99,89,39,88,615,9.535000000000002
P.J. Tucker,2019,726,247,364,611,60,22,82,172,272,444,561,115,151,47,71,304,10.385000000000002
P.J. Tucker,2020,595,212,302,514,39,9,48,132,234,366,562,133,90,39,84,185,8.377500000000001
P.J. Tucker,2021,291,104,171,275,24,8,32,59,119,178,315,86,61,23,50,-85,4.8475
P.J. Tucker,2022,681,261,276,537,56,21,77,103,141,244,489,181,72,20,79,282,9.129999999999999
P.J. Tucker,2023,314,114,159,273,17,5,22,69,111,180,342,74,52,18,49,113,4.68
P.J. Washington,2020,718,272,322,594,88,48,136,86,145,231,321,125,52,44,93,-187,6.2625
P.J. Washington,2021,824,302,384,686,108,37,145,112,178,290,418,161,69,79,128,35,8.41
P.J. Washington,2022,668,250,282,532,58,23,81,110,191,301,337,147,57,61,82,143,7.890000000000001
P.J. Washington,2023,1144,434,544,978,127,47,174,149,279,428,358,175,66,79,110,-375,9.1125
Precious Achiuwa,2021,311,127,105,232,57,57,114,0,1,1,214,29,20,30,47,-116,2.8099999999999996
Precious Achiuwa,2022,743,296,372,668,88,58,146,63,115,178,508,89,39,46,94,44,6.940000000000001
Precious Achiuwa,2023,508,196,208,404,87,37,124,29,79,108,328,50,31,30,59,-37,4.907500000000001
Quentin Grimes,2022,275,95,140,235,13,6,19,72,117,189,94,44,31,11,28,-54,2.52
Quentin Grimes,2023,845,296,352,648,87,22,109,166,278,444,254,163,56,31,79,204,8.7525
Raul Neto,2016,476,5,238,9,2,18,4,64,2,4,120,174,62,2,109,78,4.1475
Raul Neto,2017,123,1,55,1,1,1,1,13,0,0,37,38,22,6,18,68,1.5050000000000003
Raul Neto,2018,204,76,98,174,31,9,40,21,33,54,59,85,15,4,40,122,2.0949999999999998
Raul Neto,2019,198,75,92,167,28,5,33,20,41,61,65,94,14,4,35,156,2.3425000000000002
Raul Neto,2020,283,104,127,231,39,8,47,36,57,93,64,98,25,6,48,14,2.5775
Raul Neto,2021,589,221,260,481,79,11,90,68,111,179,167,151,75,6,54,-49,5.757500000000001
Raul Neto,2022,526,204,237,441,83,25,108,35,85,120,134,217,55,3,79,-90,4.75
Raul Neto,2023,158,57,54,111,32,4,36,12,31,43,46,80,17,4,26,7,1.8650000000000002
Reggie Bullock,2014,117,44,78,122,7,2,9,22,51,73,54,13,9,1,13,-19,0.7725000000000001
Reggie Bullock,2015,69,0,46,0,0,3,0,15,0,0,50,8,10,4,8,-4,0.665
Reggie Bullock,2016,134,0,56,0,0,1,0,24,0,0,70,30,11,2,8,-75,1.3450000000000004
Reggie Bullock,2017,141,0,74,0,0,2,0,28,0,0,64,29,18,3,10,56,1.6150000000000002
Reggie Bullock,2018,698,267,279,546,39,10,49,125,156,281,154,95,47,13,47,23,6.4675
Reggie Bullock,2019,711,245,349,594,73,12,85,148,245,393,173,129,40,12,65,-48,5.8500000000000005
Reggie Bullock,2020,234,90,134,224,17,4,21,37,74,111,68,42,25,3,19,-78,1.7375
Reggie Bullock,2021,753,263,337,600,54,6,60,173,254,427,240,105,55,12,49,72,7.387500000000001
Reggie Bullock,2022,773,262,390,652,56,10,66,193,330,523,323,113,63,15,48,305,8.345000000000002
Reggie Bullock,2023,561,192,278,470,26,11,37,151,246,397,283,108,54,13,36,-88,5.922500000000001
Reggie Jackson,2012,140,,108,,,4,,13,,,53,71,25,1,36,-3,1.03
Reggie Jackson,2013,527,,238,,,13,,37,,,220,162,34,19,74,68,5.2325
Reggie Jackson,2014,1257,478,599,1077,197,24,221,104,194,298,385,377,90,13,206,345,11.3075
Reggie Jackson,2015,1117,12,564,20,5,37,6,72,6,8,327,462,62,9,186,112,9.647499999999999
Reggie Jackson,2016,1546,7,734,17,3,46,3,121,6,6,266,529,65,13,233,130,12.180000000000003
Reggie Jackson,2017,752,0,393,0,0,18,0,66,0,0,114,270,35,5,114,-226,4.9350000000000005
Reggie Jackson,2018,656,246,331,577,112,22,134,52,117,169,125,238,27,4,99,18,5.005000000000001
Reggie Jackson,2019,1331,469,643,1112,210,33,243,183,309,492,229,372,58,9,153,-14,10.455
Reggie Jackson,2020,429,155,219,374,45,9,54,74,103,177,113,137,15,6,56,114,3.865
Reggie Jackson,2021,1053,385,452,837,103,20,123,180,244,424,252,270,59,10,102,352,10.5625
Reggie Jackson,2022,1263,479,743,1222,138,25,163,167,345,512,271,359,55,15,173,-70,8.495000000000003
Reggie Jackson,2023,696,264,378,642,71,7,78,97,193,290,146,235,48,6,116,-83,5.13
Richaun Holmes,2016,287,11,108,16,4,23,6,8,2,3,135,33,19,40,32,-50,2.85
Richaun Holmes,2017,559,3,182,4,0,31,4,27,1,2,311,58,42,55,55,-228,5.695
Richaun Holmes,2018,311,135,107,242,37,19,56,4,27,31,212,62,20,29,25,-42,3.6849999999999996
Richaun Holmes,2019,572,222,143,365,128,47,175,0,0,0,331,60,42,79,52,-170,6.5975
Richaun Holmes,2020,539,223,121,344,93,25,118,0,0,0,358,42,41,56,52,16,6.7625
Richaun Holmes,2021,869,366,209,575,135,35,170,2,9,11,504,101,39,96,75,9,10.485000000000001
Richaun Holmes,2022,468,198,102,300,70,20,90,2,3,5,317,48,17,41,56,-136,5.200000000000001
Richaun Holmes,2023,130,55,34,89,15,4,19,5,3,8,80,9,3,11,14,-69,1.26
Ricky Rubio,2012,436,,250,,,31,,32,,,171,336,91,8,131,53,4.9725
Ricky Rubio,2013,608,,329,,,53,,27,,,229,418,137,5,172,-88,6.345000000000001
Ricky Rubio,2014,781,255,415,670,227,56,283,44,89,133,342,704,191,11,221,381,11.305
Ricky Rubio,2015,226,5,141,12,2,14,3,13,0,0,125,193,38,1,64,-10,2.58
Ricky Rubio,2016,766,2,367,5,4,48,4,62,1,1,326,658,162,10,193,12,10.392500000000002
Ricky Rubio,2017,836,1,389,5,2,31,5,60,1,1,305,682,128,10,195,-10,10.517499999999998
Ricky Rubio,2018,1092,374,532,906,238,39,277,106,199,305,395,452,129,14,225,243,10.8825
Ricky Rubio,2019,941,323,473,796,212,36,248,83,191,274,259,459,103,11,195,237,9.232500000000002
Ricky Rubio,2020,847,287,405,692,195,31,226,78,138,216,304,570,94,11,173,148,9.969999999999999
Ricky Rubio,2021,582,193,305,498,130,20,150,66,148,214,223,433,98,4,111,-186,6.784999999999999
Ricky Rubio,2022,445,149,262,411,88,15,103,59,115,174,141,225,49,7,90,186,4.4825
Ricky Rubio,2023,171,61,118,179,28,7,35,21,61,82,76,118,27,6,36,38,1.9225000000000003
RJ Barrett,2020,830,303,441,744,161,99,260,63,138,201,285,148,58,17,125,-317,4.8275000000000015
RJ Barrett,2021,1336,493,634,1127,218,73,291,132,205,337,450,232,57,22,141,100,10.78
RJ Barrett,2022,1402,487,707,1194,290,116,406,138,266,404,408,208,43,16,151,-146,9.145000000000001
RJ Barrett,2023,1643,581,759,1340,340,117,457,141,310,451,417,232,40,17,189,-85,10.922500000000001
R.J. Hampton,2021,354,136,177,313,55,27,82,27,60,87,179,87,21,10,53,-284,2.3325
R.J. Hampton,2022,489,175,282,457,75,42,117,64,119,183,194,158,42,13,87,-416,2.8950000000000005
R.J. Hampton,2023,302,102,135,237,57,19,76,41,75,116,87,54,27,9,42,-140,2.195
Robert Covington,2014,16,6,8,14,0,0,0,4,7,11,5,0,2,0,1,17,0.18000000000000005
Robert Covington,2015,943,6,457,21,15,39,16,167,9,12,316,105,97,31,128,-146,7.5024999999999995
Robert Covington,2016,858,11,438,41,7,37,8,170,20,25,419,97,105,40,143,-279,7.015000000000001
Robert Covington,2017,864,14,440,28,6,31,7,137,7,15,436,102,127,69,131,-152,8.1475
Robert Covington,2018,1090,372,547,919,128,24,152,218,380,598,486,181,148,81,137,530,12.662500000000005
Robert Covington,2019,465,156,206,362,68,21,89,85,140,225,193,46,74,47,47,63,5.3025
Robert Covington,2020,1004,352,466,818,105,26,131,195,353,548,523,104,145,106,115,2,11.325
Robert Covington,2021,649,222,323,545,59,13,72,146,232,378,513,124,110,90,72,231,9.5975
Robert Covington,2022,604,209,289,498,58,11,69,128,211,339,391,92,103,91,75,38,7.9625
Robert Covington,2023,288,102,130,232,30,10,40,54,84,138,168,59,38,34,32,-13,3.55
Robert Williams III,2019,85,37,16,53,11,6,17,0,0,0,88,7,9,40,10,-49,1.5175
Robert Williams III,2020,198,87,32,119,24,16,40,0,1,1,179,37,25,41,28,60,3.377500000000001
Robert Williams III,2021,436,195,77,272,46,29,75,0,2,2,373,96,44,100,53,22,7.2225
Robert Williams III,2022,738,324,122,446,90,28,118,0,2,2,693,138,68,172,73,435,15.315000000000005
Robert Williams III,2023,432,194,61,255,44,25,69,0,2,2,411,69,31,73,50,198,7.327500000000001
Robin Lopez,2009,189,,66,,,21,,0,,,118,8,11,41,28,-59,1.9275000000000002
Robin Lopez,2010,477,,136,,,37,,0,,,272,7,12,54,44,94,5.147500000000001
Robin Lopez,2011,432,,178,,,26,,0,,,216,8,18,45,48,-46,3.6224999999999996
Robin Lopez,2012,348,,145,,,40,,0,,,209,20,18,60,43,-62,3.3075000000000006
Robin Lopez,2013,929,,335,,,46,,0,,,462,64,32,128,110,-142,8.77
Robin Lopez,2014,1018,395,334,725,220,56,276,0,1,1,801,82,30,159,95,244,12.965
Robin Lopez,2015,592,5,209,9,1,29,3,0,0,0,416,58,17,89,78,96,6.790000000000001
Robin Lopez,2016,842,3,305,6,0,33,0,0,0,0,602,114,16,129,133,-97,8.9775
Robin Lopez,2017,915,5,411,11,5,29,6,0,0,0,563,85,21,123,99,52,9.04
Robin Lopez,2018,756,342,303,645,68,22,90,4,10,14,290,124,14,53,107,-200,5.820000000000001
Robin Lopez,2019,704,304,231,535,89,34,123,7,24,31,286,89,11,78,96,-142,6.25
Robin Lopez,2020,363,150,153,303,28,25,53,35,70,105,165,45,10,45,63,-6,3.1975000000000002
Robin Lopez,2021,679,287,163,450,100,41,141,5,13,18,281,55,15,48,76,-45,6.522500000000001
Robin Lopez,2022,254,110,89,199,32,22,54,2,4,6,126,54,2,18,44,-65,2.1225000000000005
Robin Lopez,2023,120,51,27,78,16,4,20,2,2,4,52,19,2,8,26,-57,0.98
Rodney McGruder,2017,497,5,270,11,0,27,0,73,4,7,256,124,46,18,56,5,4.822500000000002
Rodney McGruder,2018,93,37,40,77,4,4,8,15,22,37,37,17,8,3,4,25,1.0474999999999999
Rodney McGruder,2019,503,186,275,461,52,20,72,79,146,225,238,112,36,12,64,-38,4.3100000000000005
Rodney McGruder,2020,195,75,111,186,19,15,34,26,66,92,155,38,26,8,24,8,2.1
Rodney McGruder,2021,91,37,33,70,6,2,8,11,13,24,22,16,8,1,7,-17,0.8375000000000001
Rodney McGruder,2022,273,98,127,225,19,7,26,58,88,146,111,48,21,7,24,-56,2.54
Rodney McGruder,2023,183,62,90,152,18,4,22,41,56,97,74,28,16,1,11,-44,1.6600000000000001
Romeo Langford,2020,89,32,58,90,19,8,27,6,23,29,44,15,9,8,13,76,0.8725
Romeo Langford,2021,92,34,57,91,13,3,16,11,24,35,45,18,9,7,11,-69,0.6400000000000001
Romeo Langford,2022,218,83,108,191,23,19,42,29,56,85,108,21,22,16,16,5,2.135
Romeo Langford,2023,297,121,138,259,39,17,56,16,45,61,114,50,24,13,30,-180,2.1675
Royce ONeale,2018,421,148,192,340,73,22,95,52,94,146,274,110,46,20,71,128,4.8925
Royce ONeale,2019,479,184,204,388,35,11,46,76,123,199,308,132,56,26,80,168,6.050000000000001
Royce ONeale,2020,489,171,226,397,45,16,61,102,164,266,427,199,68,34,74,201,7.54
Royce ONeale,2021,620,218,261,479,49,9,58,135,203,338,565,204,69,35,91,465,9.900000000000002
Royce ONeale,2022,607,217,262,479,47,11,58,126,205,331,402,200,89,33,82,178,8.48
Royce ONeale,2023,691,236,386,622,52,19,71,167,274,441,401,297,70,50,118,37,8.14
Rudy Gay,2007,846,,439,,,57,,52,,,348,100,71,74,140,-123,6.290000000000001
Rudy Gay,2008,1632,,730,,,68,,134,,,499,158,111,79,190,-491,11.802500000000002
Rudy Gay,2009,1493,,690,,,80,,85,,,437,135,98,59,203,-432,9.597500000000002
Rudy Gay,2010,1567,,688,,,99,,66,,,472,153,118,64,169,9,12.317499999999999
Rudy Gay,2011,1069,,460,,,47,,57,,,336,153,91,58,135,140,9.492500000000001
Rudy Gay,2012,1365,,648,,,62,,58,,,463,157,104,57,182,127,10.6975
Rudy Gay,2013,1366,,732,,,55,,84,,,461,202,113,53,198,217,10.447499999999998
Rudy Gay,2014,1457,531,642,1156,316,69,383,65,129,194,437,209,95,56,224,-69,10.797500000000003
Rudy Gay,2015,1432,14,608,35,11,56,14,79,2,2,399,249,71,41,183,-108,11.060000000000002
Rudy Gay,2016,1204,6,541,12,2,56,2,74,2,3,456,120,100,51,139,-81,9.8475
Rudy Gay,2017,562,14,241,34,16,20,18,42,4,7,190,83,44,26,74,66,5.0075
