name,season,player_points,player_field_goals_made,player_field_goals_missed,player_field_goals_att,player_free_throws_made,player_free_throws_missed,player_free_throws_att,player_three_points_made,player_three_points_missed,player_three_points_att,player_rebounds,player_assists,player_steals,player_blocks,player_turnovers,player_pls_min,mojo_value
Gorgui Dieng,2022,157,54,60,114,20,7,27,29,40,69,124,34,11,13,20,-60,1.8549999999999998
Gorgui Dieng,2023,116,44,70,114,8,3,11,20,53,73,104,52,4,14,30,-144,0.945
Grant Williams,2020,284,102,135,237,46,18,64,34,79,113,204,74,32,41,54,145,3.745
Grant Williams,2021,311,114,145,259,33,21,54,50,83,133,188,68,33,28,57,-43,3.1975000000000002
Grant Williams,2022,809,270,312,582,128,19,147,141,206,347,365,97,46,75,82,148,9.48
Grant Williams,2023,717,241,288,529,102,30,132,133,198,331,395,149,46,37,86,180,8.31
Grayson Allen,2019,220,69,116,185,50,17,67,32,70,102,24,25,6,6,33,-126,0.8450000000000002
Grayson Allen,2020,330,117,134,251,39,6,45,57,84,141,85,52,10,2,33,-96,2.5275
Grayson Allen,2021,564,185,262,447,79,13,92,115,180,295,173,109,48,9,49,-47,5.195
Grayson Allen,2022,833,292,359,651,71,14,85,178,259,437,257,115,54,22,52,221,8.559999999999999
Grayson Allen,2023,808,264,334,598,120,13,133,160,235,395,249,172,64,14,76,224,8.595
Greg Brown III,2022,225,81,109,190,44,21,65,19,42,61,135,35,26,24,36,-241,1.6600000000000001
Greg Brown III,2023,28,11,17,28,5,7,12,1,6,7,19,3,4,5,6,-5,0.2225
Hamidou Diallo,2019,190,75,90,165,36,23,59,4,20,24,97,17,21,10,23,-76,1.4275000000000002
Hamidou Diallo,2020,331,136,171,307,42,28,70,17,45,62,173,37,37,11,53,-10,2.5999999999999996
Hamidou Diallo,2021,604,224,246,470,128,72,200,28,54,82,272,101,41,24,76,-193,4.8575
Hamidou Diallo,2022,636,261,265,526,91,49,140,23,70,93,277,73,71,17,58,-209,5.365
Hamidou Diallo,2023,522,215,160,375,87,61,148,5,16,21,194,55,53,16,71,-16,4.657500000000001
Harrison Barnes,2013,941,,442,,,51,,71,,,410,113,59,19,117,64,7.66
Harrison Barnes,2014,793,290,437,727,139,58,197,74,137,211,339,124,66,23,89,-51,6.137499999999999
Harrison Barnes,2015,1050,7,452,12,3,51,4,109,1,1,563,148,78,30,93,645,14.264999999999997
Harrison Barnes,2016,990,14,469,48,3,40,6,108,13,21,437,147,58,14,75,494,11.495
Harrison Barnes,2017,1518,16,681,46,20,39,21,78,5,5,394,117,65,15,102,-152,10.7575
Harrison Barnes,2018,1452,537,671,1208,259,54,313,119,214,333,468,152,49,14,118,-327,10.110000000000001
Harrison Barnes,2019,1265,431,596,1027,229,49,278,174,267,441,361,115,50,13,98,-53,9.4125
Harrison Barnes,2020,1046,365,428,793,214,53,267,102,166,268,355,159,43,12,88,-124,8.670000000000002
Harrison Barnes,2021,933,319,323,642,195,40,235,100,156,256,385,201,43,11,93,-57,9.202499999999999
Harrison Barnes,2022,1265,391,443,834,341,72,413,142,218,360,432,186,53,14,118,-374,10.552500000000002
Harrison Barnes,2023,1305,399,452,851,369,70,439,138,240,378,390,133,65,12,89,193,12.150000000000002
Herbert Jones,2022,809,296,325,621,154,31,185,63,119,182,316,178,141,65,108,54,9.275
Herbert Jones,2023,649,235,266,501,123,38,161,56,111,167,269,162,103,42,88,150,7.5675
Immanuel Quickley,2021,760,239,374,613,160,21,181,122,192,314,144,132,33,12,64,182,6.2925
Immanuel Quickley,2022,882,284,440,724,177,24,201,137,259,396,247,275,54,3,99,264,8.417500000000002
Immanuel Quickley,2023,1281,442,560,1002,220,48,268,177,314,491,350,287,84,14,109,338,12.465
Isaac Okoro,2021,646,235,324,559,114,43,157,62,152,214,206,128,62,24,86,-407,4.2875000000000005
Isaac Okoro,2022,594,210,229,439,119,36,155,55,104,159,202,123,57,22,60,103,6.172500000000001
Isaac Okoro,2023,522,186,191,377,84,25,109,66,118,184,194,91,58,32,46,129,6.039999999999999
Isaiah Hartenstein,2019,57,22,21,43,11,3,14,2,4,6,48,15,7,12,13,34,0.8675
Isaiah Hartenstein,2020,107,44,23,67,19,9,28,0,5,5,90,18,9,12,16,40,1.5425
Isaiah Hartenstein,2021,236,94,77,171,46,25,71,2,4,6,181,55,19,39,44,-1,2.9650000000000003
Isaiah Hartenstein,2022,563,229,137,366,91,41,132,14,16,30,332,160,50,77,84,169,7.944999999999999
Isaiah Hartenstein,2023,440,186,164,350,60,27,87,8,29,37,587,116,62,79,71,149,7.717499999999999
Isaiah Jackson,2022,297,116,90,206,60,28,88,5,11,16,149,10,25,52,40,-39,3.1399999999999997
Isaiah Jackson,2023,455,179,139,318,95,51,146,2,12,14,282,51,31,93,52,-124,5.297499999999999
Isaiah Joe,2021,155,49,87,136,18,6,24,39,69,108,36,21,12,4,11,-4,1.2349999999999999
Isaiah Joe,2022,203,64,118,182,29,2,31,46,92,138,58,35,14,3,22,38,1.655
Isaiah Joe,2023,691,224,284,508,82,18,100,161,233,394,175,88,48,8,39,213,7.064999999999999
Isaiah Livers,2022,121,41,49,90,12,2,14,27,37,64,57,21,13,7,15,-10,1.325
Isaiah Livers,2023,346,120,168,288,32,7,39,74,129,203,143,41,28,28,30,-200,2.9625
Isaiah Roby,2020,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,-4,-0.022500000000000003
Isaiah Roby,2021,533,207,222,429,87,30,117,32,77,109,341,107,52,37,113,-437,4.234999999999999
Isaiah Roby,2022,454,166,157,323,78,38,116,44,55,99,217,71,36,34,43,-185,4.4925
Isaiah Roby,2023,172,67,88,155,20,21,41,18,42,60,107,38,18,7,31,-110,1.295
Isaiah Stewart,2021,537,226,183,409,64,28,92,21,42,63,453,59,39,86,67,-60,6.7875000000000005
Isaiah Stewart,2022,599,255,244,499,74,29,103,15,31,46,627,82,23,79,87,-379,6.470000000000001
Isaiah Stewart,2023,567,195,246,441,110,39,149,67,138,205,403,70,20,34,68,-226,5.15
Isaiah Todd,2022,20,7,19,26,2,4,6,4,12,16,12,4,4,2,4,-24,0.06499999999999999
Isaiah Todd,2023,9,3,15,18,2,0,2,1,9,10,12,4,1,0,2,-7,0.005000000000000001
Ish Smith,2011,105,,73,,,9,,3,,,49,81,19,2,35,-53,0.835
Ish Smith,2012,72,,50,,,3,,3,,,36,41,15,3,13,-39,0.6725
Ish Smith,2013,123,,104,,,4,,8,,,62,90,21,9,38,-56,0.955
Ish Smith,2014,261,119,162,281,22,17,39,1,22,23,129,179,49,13,65,-10,2.8349999999999995
Ish Smith,2015,338,1,224,3,0,23,2,18,0,0,100,180,36,6,78,-100,2.265
Ish Smith,2016,972,15,570,37,3,54,5,56,1,3,305,502,88,24,175,-349,7.66
Ish Smith,2017,758,5,420,17,1,30,1,28,3,3,235,418,61,33,112,52,7.584999999999998
Ish Smith,2018,894,389,412,801,81,35,116,35,66,101,224,360,64,20,108,38,8.435
Ish Smith,2019,525,215,312,527,50,16,66,45,97,142,156,217,31,12,65,46,4.522500000000001
Ish Smith,2020,740,308,381,689,62,24,86,62,107,169,219,334,59,30,95,-140,6.955000000000002
Ish Smith,2021,329,145,195,340,19,14,33,20,36,56,166,186,39,15,46,42,3.8000000000000007
Ish Smith,2022,410,185,245,430,15,9,24,25,42,67,140,244,47,23,78,-155,3.7725
Ish Smith,2023,110,53,80,133,2,2,4,2,10,12,55,101,8,7,44,-42,0.8650000000000001
Ish Wainright,2022,121,46,70,116,7,5,12,22,43,65,65,16,21,7,16,53,1.3224999999999998
Ish Wainright,2023,254,85,146,231,26,5,31,58,119,177,140,53,38,23,22,85,3.1425
Ivica Zubac,2017,284,0,112,0,0,17,0,0,0,0,159,30,14,33,30,-134,2.5325
Ivica Zubac,2018,161,61,61,122,39,12,51,0,1,1,123,25,8,15,26,40,1.805
Ivica Zubac,2019,545,221,176,397,103,26,129,0,0,0,384,64,16,53,74,39,5.995000000000001
Ivica Zubac,2020,714,280,183,463,154,49,203,0,2,2,636,90,18,76,73,341,10.035
Ivica Zubac,2021,757,291,160,451,174,46,220,1,3,4,618,97,26,74,97,168,10.020000000000003
Ivica Zubac,2022,785,310,185,495,165,62,227,0,0,0,644,120,36,77,114,-130,9.4725
Ivica Zubac,2023,864,343,201,544,178,76,254,0,2,2,804,80,32,99,128,-79,10.709999999999999
Jabari Smith Jr.,2023,375,139,179,318,62,17,79,35,74,109,203,40,17,23,30,-208,2.9699999999999998
Jabari Walker,2023,59,23,35,58,5,3,8,8,13,21,26,10,2,2,9,-52,0.27749999999999997
Jaden Hardy,2023,82,32,37,69,4,2,6,14,18,32,22,21,4,2,10,-6,0.7125
Jaden Ivey,2023,401,137,192,329,79,20,99,48,82,130,78,145,11,4,86,-227,2.2525
Jaden McDaniels,2021,427,164,203,367,27,18,45,72,126,198,232,71,35,60,47,-103,4.545
Jaden McDaniels,2022,715,278,320,598,67,16,83,92,183,275,312,83,54,65,81,19,7.035000000000002
Jaden McDaniels,2023,953,370,346,716,106,38,144,107,162,269,307,148,74,76,112,72,9.714999999999998
Jaden Springer,2022,8,4,3,7,0,0,0,0,1,1,6,2,0,2,1,-6,0.0925
Jaden Springer,2023,51,21,18,39,7,3,10,2,3,5,14,8,8,3,4,0,0.5425
Jae Crowder,2013,392,,226,,,26,,63,,,187,94,63,17,49,-31,3.7950000000000004
Jae Crowder,2014,375,138,176,314,46,15,61,53,105,158,206,62,61,22,44,250,4.7875
Jae Crowder,2015,671,8,330,24,2,35,2,64,8,12,313,102,76,28,54,45,6.622500000000004
Jae Crowder,2016,1095,13,505,21,8,47,9,132,4,8,412,148,135,38,90,205,11.044999999999998
Jae Crowder,2017,1244,8,500,24,6,49,6,188,10,16,530,203,92,29,92,326,13.485
Jae Crowder,2018,883,306,473,779,139,37,176,132,275,407,331,118,79,23,88,-37,7.1975
Jae Crowder,2019,1008,335,508,843,156,60,216,182,370,552,413,137,69,31,86,194,9.3625
Jae Crowder,2020,869,284,425,709,124,37,161,177,339,516,470,193,84,33,80,-130,9.075
Jae Crowder,2021,907,298,433,731,96,24,120,215,346,561,447,175,69,48,78,309,11.962500000000002
Jae Crowder,2022,754,259,390,649,90,26,116,146,282,428,415,155,108,37,74,370,9.29
Jae Crowder,2023,131,48,59,107,11,3,14,24,37,61,73,30,14,6,8,-18,1.52
JaeSean Tate,2021,794,316,309,625,102,45,147,60,135,195,374,178,85,36,98,-189,7.945000000000002
JaeSean Tate,2022,931,367,366,733,134,57,191,63,139,202,427,222,73,42,141,-404,8.145
JaeSean Tate,2023,283,110,119,229,50,19,69,13,33,46,118,84,21,7,47,-98,2.3475
Jakob Poeltl,2017,175,0,54,1,0,28,0,0,0,0,177,12,18,21,29,15,2.2075
Jakob Poeltl,2018,616,270,145,415,75,45,120,1,2,3,429,63,42,104,93,209,8.2925
Jakob Poeltl,2019,474,210,116,326,54,47,101,0,1,1,464,105,31,73,51,97,7.3575
Jakob Poeltl,2020,372,166,100,266,40,46,86,0,0,0,375,116,37,95,54,117,6.5025
Jakob Poeltl,2021,593,265,165,430,63,61,124,0,0,0,547,134,47,123,83,109,9.075
Jakob Poeltl,2022,915,410,253,663,94,96,190,1,0,1,634,189,45,118,109,117,11.700000000000003
Jakob Poeltl,2023,897,389,229,618,119,82,201,0,1,1,653,197,66,86,125,-146,10.985000000000001
Jalen Brunson,2019,678,264,301,565,87,33,120,63,118,181,169,230,37,4,88,-83,5.695000000000001
Jalen Brunson,2020,466,181,207,388,61,14,75,43,77,120,134,188,22,4,66,172,4.744999999999999
Jalen Brunson,2021,913,348,323,671,130,34,164,87,126,213,249,249,35,1,84,106,8.9425
Jalen Brunson,2022,1673,651,668,1319,251,52,303,120,207,327,392,443,80,4,143,241,15.5375
Jalen Brunson,2023,1939,696,729,1425,387,73,460,160,242,402,295,483,76,16,165,189,17.192500000000003
Jalen Duren,2023,169,71,37,108,27,17,44,0,1,1,141,20,12,13,29,-54,1.9049999999999998
Jalen Green,2022,1177,414,553,967,188,48,236,161,306,467,228,178,46,19,135,-520,7.105
Jalen Green,2023,1683,566,792,1358,364,99,463,187,367,554,284,281,59,18,200,-447,10.222500000000002
Jalen Johnson,2022,52,22,22,44,5,2,7,3,11,14,26,3,3,2,10,-13,0.3625000000000001
Jalen Johnson,2023,421,168,178,346,51,29,80,34,81,115,297,91,41,34,46,-13,4.9525
Jalen McDaniels,2020,89,33,37,70,14,3,17,9,15,24,65,13,8,3,11,-23,0.9149999999999999
Jalen McDaniels,2021,346,133,151,284,45,19,64,35,70,105,169,53,28,19,45,-180,2.8475
Jalen McDaniels,2022,340,123,131,254,53,19,72,41,67,108,170,58,26,22,36,46,3.7500000000000004
Jalen McDaniels,2023,774,289,348,637,116,22,138,80,161,241,362,135,84,34,96,-138,7.3025
Jalen Smith,2021,58,24,30,54,5,2,7,5,13,18,42,5,1,4,8,-16,0.4650000000000001
Jalen Smith,2022,470,176,174,350,78,24,102,40,82,122,307,24,15,41,42,31,5.0075
Jalen Smith,2023,642,242,266,508,104,33,137,54,137,191,394,66,21,60,72,-95,6.205
Jalen Suggs,2022,580,204,352,556,127,38,165,45,156,201,172,209,59,19,144,-216,3.3775
Jalen Suggs,2023,524,186,258,444,86,33,119,66,136,202,161,155,67,27,94,-40,4.692500000000001
Jalen Williams,2023,410,155,129,284,73,10,83,27,36,63,118,95,37,6,40,-19,4.1875
Jamal Murray,2017,811,5,435,20,4,14,4,115,10,10,214,170,51,24,113,75,6.3225
Jamal Murray,2018,1373,487,589,1076,231,24,255,168,274,442,303,281,80,28,174,238,11.9525
Jamal Murray,2019,1665,620,805,1425,245,40,285,180,317,497,378,429,81,29,180,314,14.317499999999999
Jamal Murray,2020,1595,594,668,1262,233,30,263,174,287,461,328,410,85,23,180,251,14.432500000000001
Jamal Murray,2021,1018,378,414,792,133,20,153,129,187,316,194,231,64,13,108,301,9.6525
Jamal Murray,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal Murray,2023,1820,667,784,1451,255,42,297,231,350,581,370,542,96,21,195,481,21.197500000000005
James Bouknight,2022,142,49,92,141,27,4,31,17,32,49,52,26,7,1,15,-50,0.8075000000000002
James Bouknight,2023,191,69,124,193,20,10,30,33,76,109,72,41,14,5,32,-95,1.0525
James Harden,2010,799,,364,,,49,,99,,,259,148,86,21,109,188,7.450000000000001
James Harden,2011,1219,,459,,,68,,136,,,346,237,113,37,134,291,12.375
James Harden,2012,1370,,441,,,75,,146,,,354,297,93,17,179,496,14.14
James Harden,2013,2181,,822,,,131,,194,,,419,482,154,44,322,193,18.5475
James Harden,2014,2020,590,743,1323,611,94,705,195,342,534,373,486,128,30,288,407,18.177500000000002
James Harden,2015,2708,6,993,18,5,124,6,256,4,5,564,701,184,67,402,332,24.83
James Harden,2016,2532,63,972,168,80,124,91,256,47,70,531,653,151,52,401,65,21.500000000000007
James Harden,2017,2681,25,992,49,38,149,45,298,15,23,726,1012,142,43,533,431,25.58250000000001
James Harden,2018,2689,814,1039,1853,742,118,860,319,590,909,485,754,165,62,383,580,25.085000000000008
James Harden,2019,3178,956,1230,2186,836,120,956,430,748,1178,597,662,183,68,441,405,27.617500000000003
James Harden,2020,2701,784,967,1751,792,128,920,341,628,969,516,610,144,72,355,319,24.620000000000005
James Harden,2021,1286,400,456,856,334,51,385,152,261,413,407,556,69,39,206,134,14.120000000000001
James Harden,2022,1655,471,679,1150,537,74,611,176,348,524,568,770,91,44,334,190,16.872500000000002
James Harden,2023,1416,437,576,1013,355,54,409,187,303,490,419,702,89,34,224,233,15.745000000000003
James Johnson,2010,256,,117,,,19,,15,,,129,49,21,43,64,-145,2.0199999999999996
James Johnson,2011,271,,129,,,24,,8,,,142,89,33,37,64,-67,2.625
James Johnson,2012,566,,285,,,34,,19,,,292,122,71,84,101,-150,5.41
James Johnson,2013,276,,166,,,27,,2,,,145,58,41,50,68,-282,1.7175000000000005
James Johnson,2014,403,148,175,323,83,17,100,24,68,92,172,111,43,57,66,87,4.65
James Johnson,2015,558,7,170,9,2,41,3,11,1,1,259,96,54,70,79,141,6.659999999999998
James Johnson,2016,317,6,139,11,0,30,1,24,2,3,141,73,32,33,61,-18,3.0075000000000003
James Johnson,2017,975,7,401,22,4,63,4,87,4,6,376,276,76,86,171,140,10.047500000000001
James Johnson,2018,850,332,324,656,122,54,176,64,134,198,388,304,76,57,151,-43,9.197500000000002
James Johnson,2019,428,164,215,379,50,20,70,50,99,149,176,135,35,27,74,-105,3.76
James Johnson,2020,270,103,112,215,31,17,48,33,58,91,118,74,25,32,48,-75,2.7300000000000004
James Johnson,2021,368,146,181,327,45,31,76,31,89,120,177,98,42,42,55,-128,3.5324999999999998
James Johnson,2022,340,144,163,307,29,26,55,23,62,85,215,130,30,34,48,-59,3.8575000000000004
James Johnson,2023,51,22,27,49,4,4,8,3,12,15,30,15,7,6,8,-7,0.5425
James Wiseman,2021,448,191,177,368,54,32,86,12,26,38,226,26,11,36,60,-183,3.314999999999999
James Wiseman,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Wiseman,2023,450,189,150,339,68,29,97,4,16,20,267,30,7,27,51,-327,3.4050000000000007
Ja Morant,2020,1203,452,494,946,239,69,308,60,120,180,264,494,58,18,221,-30,10.182500000000001
Ja Morant,2021,1355,485,585,1070,302,110,412,83,189,272,276,506,59,13,220,58,11.035
Ja Morant,2022,1814,664,703,1367,381,121,502,105,202,307,398,475,84,26,228,229,15.68
Ja Morant,2023,1719,611,709,1320,392,131,523,105,226,331,391,528,75,17,223,287,14.965
JaMychal Green,2015,64,,22,,,2,,0,,,48,4,6,6,14,-19,0.6074999999999999
JaMychal Green,2016,605,6,275,11,4,37,4,15,0,0,388,70,49,38,87,-96,5.415
JaMychal Green,2017,733,15,269,31,5,33,6,62,6,10,564,86,47,34,98,-10,8.012500000000001
JaMychal Green,2018,569,223,265,488,80,31,111,43,84,127,464,79,32,25,76,-250,5.150000000000001
JaMychal Green,2019,677,253,266,519,88,23,111,83,116,199,441,55,49,34,98,-232,6.260000000000001
JaMychal Green,2020,509,182,225,407,43,14,57,102,159,261,437,56,31,27,59,128,6.192500000000001
JaMychal Green,2021,525,193,226,419,54,12,66,85,133,218,329,64,28,24,56,99,5.6775
JaMychal Green,2022,445,162,170,332,88,12,100,33,91,124,286,59,43,26,57,-112,4.597499999999999
JaMychal Green,2023,389,145,130,275,52,15,67,47,82,129,210,54,25,24,54,-177,3.7
Jared Butler,2022,161,61,92,153,11,5,16,28,60,88,46,63,17,8,33,-7,1.39
Jared Butler,2023,37,15,17,32,0,0,0,7,7,14,4,8,5,0,5,-1,0.3125
Jaren Jackson Jr.,2019,808,302,293,595,151,46,197,53,93,146,278,64,53,82,98,-109,7.245000000000003
Jaren Jackson Jr.,2020,1002,357,403,760,142,48,190,146,226,372,269,78,40,92,99,-117,8.530000000000003
Jaren Jackson Jr.,2021,226,76,103,179,49,9,58,25,63,88,90,17,17,24,19,-102,1.9075000000000002
Jaren Jackson Jr.,2022,1457,489,703,1192,324,74,398,155,318,473,535,97,82,207,147,400,14.122500000000002
Jaren Jackson Jr.,2023,1281,451,454,905,272,70,342,107,200,307,473,69,71,201,125,330,14
Jarred Vanderbilt,2019,24,9,10,19,6,4,10,0,1,1,24,3,6,2,8,13,0.29500000000000004
Jarred Vanderbilt,2020,12,5,3,8,2,0,2,0,1,1,9,2,3,1,7,-28,0.042499999999999996
Jarred Vanderbilt,2021,344,143,93,236,57,45,102,1,4,5,368,76,64,46,53,-53,5.279999999999999
Jarred Vanderbilt,2022,545,225,163,388,93,48,141,2,12,14,667,98,106,48,78,138,8.955
Jarred Vanderbilt,2023,688,271,240,511,110,49,159,36,83,119,630,196,94,33,110,-119,8.95
Jarrett Allen,2018,587,234,163,397,114,33,147,5,10,15,388,49,28,88,82,-142,6.477500000000001
Jarrett Allen,2019,930,354,248,602,216,84,300,6,40,46,711,122,46,125,113,-187,11.1575
Jarrett Allen,2020,816,316,173,489,184,102,286,0,6,6,730,119,42,99,88,12,11.155
Jarrett Allen,2021,806,298,184,482,204,86,290,6,13,19,631,106,32,90,100,-203,9.537500000000001
Jarrett Allen,2022,914,374,177,551,165,68,233,1,10,11,611,93,45,77,96,141,11.465000000000002
Jarrett Allen,2023,1016,425,237,662,165,62,227,1,9,10,703,125,58,89,96,317,13.3675
Jarrett Culver,2020,580,230,339,569,54,63,117,66,155,221,212,110,57,38,81,-103,4.2275
Jarrett Culver,2021,180,69,99,168,29,19,48,13,40,53,104,24,17,9,28,-131,1.1275
Jarrett Culver,2022,137,54,91,145,17,19,36,12,37,49,55,34,22,5,22,-38,0.9225000000000001
Jarrett Culver,2023,44,17,26,43,9,4,13,1,11,12,38,6,6,2,7,-19,0.36500000000000005
Jason Preston,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Preston,2023,41,18,23,41,0,2,2,5,13,18,22,27,2,0,10,-13,0.375
JaVale McGee,2009,489,,196,,,55,,0,,,294,23,33,75,61,-290,4.16
JaVale McGee,2010,386,,151,,,42,,0,,,243,14,16,101,51,-174,3.8500000000000005
JaVale McGee,2011,798,,272,,,96,,0,,,634,38,41,193,102,-228,9.315
JaVale McGee,2012,751,,275,,,102,,0,,,544,36,40,154,91,-286,7.812500000000001
JaVale McGee,2013,760,,237,,,87,,1,,,412,24,34,163,101,67,8.407499999999999
JaVale McGee,2014,35,17,21,38,1,0,1,0,0,0,17,2,1,7,8,-5,0.22750000000000004
JaVale McGee,2015,106,4,37,10,2,11,2,0,0,0,61,3,2,20,18,-70,0.8375000000000001
JaVale McGee,2016,176,5,58,6,0,22,0,0,0,0,136,3,6,26,24,-53,1.7400000000000002
JaVale McGee,2017,567,1,126,2,0,60,1,0,0,0,292,21,21,82,48,391,7.952499999999999
JaVale McGee,2018,394,175,102,277,44,17,61,0,7,7,211,37,24,68,32,77,6.9
JaVale McGee,2019,897,400,241,641,96,56,152,1,11,12,566,52,47,148,108,-158,10.197500000000002
JaVale McGee,2020,487,215,123,338,54,30,84,3,5,8,434,44,38,104,64,148,7.3500000000000005
JaVale McGee,2021,345,147,145,292,46,27,73,5,21,26,251,42,20,59,61,-81,3.4825000000000004
JaVale McGee,2022,761,323,185,508,113,46,159,2,8,10,544,49,25,86,107,113,8.96
JaVale McGee,2023,186,80,45,125,24,17,41,2,3,5,107,11,4,26,36,-57,1.7349999999999999
Javonte Green,2020,166,64,64,128,28,14,42,10,25,35,94,26,24,8,23,-30,1.7025000000000001
Javonte Green,2021,146,53,49,102,30,10,40,10,20,30,71,17,28,6,19,18,1.685
Javonte Green,2022,475,179,163,342,81,17,98,36,71,107,291,62,76,32,34,24,6.12
Javonte Green,2023,165,61,47,108,30,15,45,13,22,35,88,23,24,21,20,48,2.215
Jaxson Hayes,2020,472,174,85,259,123,67,190,1,3,4,259,56,26,55,53,-58,5.46
Jaxson Hayes,2021,449,175,105,280,93,27,120,6,8,14,257,35,25,38,39,-19,5.135000000000001
Jaxson Hayes,2022,689,259,164,423,151,48,199,20,40,60,330,44,33,57,58,-6,7.4750000000000005
Jaxson Hayes,2023,233,86,70,156,58,25,83,3,26,29,132,34,20,19,31,-70,2.3600000000000003
Jay Huff,2022,0,0,3,3,0,0,0,0,2,2,4,1,1,1,1,15,0.0475
Jay Huff,2023,51,15,10,25,15,1,16,6,6,12,21,10,3,4,5,-7,0.6225
Jaylen Brown,2017,600,7,268,18,3,45,3,51,1,1,256,77,41,20,81,-148,4.5875
Jaylen Brown,2018,1376,511,579,1090,186,101,287,168,258,426,443,141,85,36,147,349,12.125
Jaylen Brown,2019,1089,412,467,879,156,76,232,109,207,316,365,110,75,34,115,22,9.015
Jaylen Brown,2020,1529,564,611,1175,229,77,306,172,286,458,491,157,91,29,166,276,13.4025
Jaylen Brown,2021,1452,546,577,1123,192,61,253,168,250,418,352,196,74,32,161,72,12.0075
Jaylen Brown,2022,2101,769,850,1619,337,105,442,226,393,619,563,312,95,28,250,527,20.150000000000002
Jaylen Brown,2023,2237,860,888,1748,314,104,418,203,397,600,571,300,96,34,263,301,18.18
Jaylen Nowell,2020,57,19,34,53,16,1,17,3,23,26,13,19,3,1,3,11,0.4875
Jaylen Nowell,2021,379,142,193,335,45,10,55,50,100,150,95,62,22,12,28,-99,2.8274999999999997
Jaylen Nowell,2022,533,199,224,423,72,20,92,63,102,165,123,131,28,10,36,77,5.119999999999999
Jaylen Nowell,2023,720,286,365,651,78,23,101,70,171,241,175,135,42,5,67,-37,5.329999999999999
Jaylin Williams,2023,15,5,7,12,1,1,2,4,4,8,11,5,2,0,2,-4,0.1775
Jay Scrubb,2021,35,14,22,36,5,0,5,2,7,9,15,1,4,0,7,-6,0.17000000000000004
Jay Scrubb,2022,49,18,28,46,7,3,10,6,15,21,16,8,4,3,7,16,0.405
Jay Scrubb,2023,13,5,2,7,1,1,2,2,0,2,6,1,2,0,3,-16,0.1
Jayson Tatum,2018,1478,527,582,1109,295,60,355,129,189,318,489,182,108,69,155,375,14.327499999999997
Jayson Tatum,2019,1410,527,645,1172,224,43,267,132,224,356,546,188,96,64,140,373,13.4175
Jayson Tatum,2020,1990,700,868,1568,354,82,436,236,363,599,631,288,113,77,203,600,18.642500000000002
Jayson Tatum,2021,1866,661,784,1445,340,49,389,204,326,530,505,306,85,39,184,110,15.940000000000003
Jayson Tatum,2022,2645,905,1122,2027,529,102,631,306,537,843,768,482,102,70,315,767,25.325000000000003
Jayson Tatum,2023,2768,912,1051,1963,651,108,759,293,557,850,859,447,99,72,269,549,25.89
JD Davison,2023,13,5,3,8,1,1,2,2,2,4,4,8,0,2,3,2,0.1775
Jeff Dowtin Jr.,2022,19,8,18,26,2,0,2,1,8,9,18,10,5,1,5,-26,0.1275
Jeff Dowtin Jr.,2023,61,25,32,57,6,3,9,5,11,16,23,31,9,3,5,-9,0.7124999999999999
Jeff Green,2008,838,,429,,,61,,21,,,379,119,46,49,158,-509,4.6175
Jeff Green,2009,1290,,592,,,65,,96,,,519,155,81,33,173,-411,9.127500000000003
